feature,count0@False,count1@False,count0@True,count1@True,ratio10False,ratio1TF
expectation,7067,57,2260,38,0.008065657280316966,0.6666666666666666
miss,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
principal,7097,27,2280,18,0.003804424404678033,0.6666666666666666
diabetic,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
tolerance,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
distilled,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
ip,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
estimates,7043,81,2244,54,0.011500780917222774,0.6666666666666666
degrading,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
distinctiveness,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
dcops,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
executes,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
surely,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
displaying,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
exceptionally,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
looser,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
hyperplane,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
homogeneity,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
melodies,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
intensities,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
discount,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
dual,7070,54,2262,36,0.007637906647807638,0.6666666666666666
ecoc,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
myriad,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
minimises,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
enforces,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
magnitudes,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
metaphor,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
fascinating,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
nonzero,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
informs,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
intractability,7115,9,2292,6,0.0012649332396345748,0.6666666666666666
accumulate,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
covariances,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
traverse,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
weston,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
subtrees,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
subsume,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
adapts,7109,15,2288,10,0.0021100014066676043,0.6666666666666666
whitening,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
sda,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
bin,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
binomial,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
paraphrase,7109,15,2288,10,0.0021100014066676043,0.6666666666666666
brute,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
segmenter,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
reuses,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
render,7115,9,2292,6,0.0012649332396345748,0.6666666666666666
rows,7115,9,2292,6,0.0012649332396345748,0.6666666666666666
signed,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
signaling,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
proxy,7115,9,2292,6,0.0012649332396345748,0.6666666666666666
simplistic,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
bfgs,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
innovation,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
budgets,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
triplets,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
circular,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
afforded,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
expressiveness,7106,18,2286,12,0.0025330706445257528,0.6666666666666666
suffice,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
commentaries,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
postulate,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
reconstructions,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
landmark,7115,9,2292,6,0.0012649332396345748,0.6666666666666666
reinforce,7115,9,2292,6,0.0012649332396345748,0.6666666666666666
128,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
localize,7115,9,2292,6,0.0012649332396345748,0.6666666666666666
commutative,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
120,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
polysemy,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
corroborate,7115,9,2292,6,0.0012649332396345748,0.6666666666666666
dilemma,7115,9,2292,6,0.0012649332396345748,0.6666666666666666
compilers,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
stabilize,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
competes,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
won,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
attended,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
sparsification,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
calibrate,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
barrier,7115,9,2292,6,0.0012649332396345748,0.6666666666666666
competitiveness,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
plagued,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
victim,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
snli,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
poems,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
argues,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
arrange,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
prompted,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
statistically,7082,42,2270,28,0.005930528099406947,0.6666666666666666
chose,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
completing,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
vastly,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
prototyping,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
typology,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
convincing,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
ancestral,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
truncated,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
thompson,7112,12,2290,8,0.001687289088863892,0.6666666666666666
histories,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
anchored,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
accepts,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
monotonically,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
unchanged,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
pulls,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
fuse,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
underperform,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
forcing,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
amplified,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
temporary,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
mix,7112,12,2290,8,0.001687289088863892,0.6666666666666666
altered,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
inception,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
imitates,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
consolidate,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
necessitates,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
recommending,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
organizers,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
landscapes,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
illustrations,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
continuing,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
deleting,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
positional,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
prefix,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
deficiency,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
predecessors,7121,3,2296,2,0.0004212891447830361,0.6666666666666666
mistake,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
stochasticity,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
morphology,7112,12,2290,8,0.001687289088863892,0.6666666666666666
resorting,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
l_2,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
restriction,7106,18,2286,12,0.0025330706445257528,0.6666666666666666
spurious,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
campaigns,7118,6,2294,4,0.0008429334082607474,0.6666666666666666
loss,6901,223,2150,148,0.03231415736849732,0.6636771300448431
scales,7047,77,2247,51,0.010926635447708244,0.6623376623376623
transition,7053,71,2251,47,0.010066638309939034,0.6619718309859155
parameterized,7092,32,2277,21,0.0045121263395375075,0.65625
empirical,6802,322,2087,211,0.04733901793590121,0.65527950310559
empirically,6953,171,2186,112,0.02459370056090896,0.6549707602339181
practice,6968,156,2196,102,0.022388059701492536,0.6538461538461539
embeddings,6951,173,2185,113,0.024888505251043015,0.653179190751445
reward,7029,95,2236,62,0.013515436050647318,0.6526315789473685
stanford,7101,23,2283,15,0.0032389804252922123,0.6521739130434783
inverse,7081,43,2270,28,0.006072588617426917,0.6511627906976745
family,7021,103,2231,67,0.014670274889616863,0.6504854368932039
contrast,6981,143,2205,93,0.020484171322160148,0.6503496503496503
scaling,7084,40,2272,26,0.00564652738565782,0.65
greedy,7053,71,2252,46,0.010066638309939034,0.647887323943662
generalizing,7107,17,2287,11,0.002392007879555368,0.6470588235294118
emph,7056,68,2254,44,0.00963718820861678,0.6470588235294118
generalisation,7107,17,2287,11,0.002392007879555368,0.6470588235294118
independently,7076,48,2267,31,0.006783493499152063,0.6458333333333334
simpler,7062,62,2258,40,0.008779382611158312,0.6451612903225806
projections,7093,31,2278,20,0.0043705061328069925,0.6451612903225806
grows,7093,31,2278,20,0.0043705061328069925,0.6451612903225806
settings,6961,163,2193,105,0.023416175836805057,0.6441717791411042
parse,7096,28,2280,18,0.003945885005636978,0.6428571428571429
negligible,7110,14,2289,9,0.001969057665260197,0.6428571428571429
tradeoffs,7110,14,2289,9,0.001969057665260197,0.6428571428571429
revenue,7110,14,2289,9,0.001969057665260197,0.6428571428571429
establishes,7110,14,2289,9,0.001969057665260197,0.6428571428571429
counts,7110,14,2289,9,0.001969057665260197,0.6428571428571429
unknown,6993,131,2214,84,0.018733018733018733,0.6412213740458015
et,6996,128,2216,82,0.018296169239565466,0.640625
phrase,7052,72,2252,46,0.01020986954055587,0.6388888888888888
factorization,7055,69,2254,44,0.009780297661233167,0.6376811594202898
prove,6895,229,2152,146,0.033212472806381434,0.6375545851528385
magnitude,7022,102,2233,65,0.01452577613215608,0.6372549019607843
projecting,7113,11,2291,7,0.0015464642204414453,0.6363636363636364
replay,7113,11,2291,7,0.0015464642204414453,0.6363636363636364
parallelized,7113,11,2291,7,0.0015464642204414453,0.6363636363636364
1000,7113,11,2291,7,0.0015464642204414453,0.6363636363636364
mini,7102,22,2284,14,0.0030977189524077726,0.6363636363636364
compose,7113,11,2291,7,0.0015464642204414453,0.6363636363636364
advantageous,7113,11,2291,7,0.0015464642204414453,0.6363636363636364
relied,7113,11,2291,7,0.0015464642204414453,0.6363636363636364
yielding,7091,33,2277,21,0.0046537864899167955,0.6363636363636364
tighter,7113,11,2291,7,0.0015464642204414453,0.6363636363636364
autoencoders,7091,33,2277,21,0.0046537864899167955,0.6363636363636364
align,7113,11,2291,7,0.0015464642204414453,0.6363636363636364
unlabeled,7039,85,2244,54,0.012075578917459867,0.6352941176470588
preserve,7094,30,2279,19,0.00422892585283338,0.6333333333333333
alleviate,7086,38,2274,24,0.005362686988427886,0.631578947368421
controls,7105,19,2286,12,0.0026741731175228714,0.631578947368421
svhn,7105,19,2286,12,0.0026741731175228714,0.631578947368421
surprising,7105,19,2286,12,0.0026741731175228714,0.631578947368421
actively,7105,19,2286,12,0.0026741731175228714,0.631578947368421
faster,6956,168,2192,106,0.024151811385853938,0.6309523809523809
captures,7062,62,2259,39,0.008779382611158312,0.6290322580645161
distribution,6786,338,2086,212,0.04980842911877394,0.6272189349112426
beforehand,7116,8,2293,5,0.0011242270938729624,0.625
instability,7116,8,2293,5,0.0011242270938729624,0.625
perplexity,7100,24,2283,15,0.0033802816901408453,0.625
coreference,7108,16,2288,10,0.0022509848058525606,0.625
mtl,7116,8,2293,5,0.0011242270938729624,0.625
integral,7108,16,2288,10,0.0022509848058525606,0.625
56,7116,8,2293,5,0.0011242270938729624,0.625
discriminatively,7116,8,2293,5,0.0011242270938729624,0.625
fidelity,7116,8,2293,5,0.0011242270938729624,0.625
amr,7116,8,2293,5,0.0011242270938729624,0.625
thereof,7116,8,2293,5,0.0011242270938729624,0.625
practically,7100,24,2283,15,0.0033802816901408453,0.625
lemma,7116,8,2293,5,0.0011242270938729624,0.625
33,7116,8,2293,5,0.0011242270938729624,0.625
polynomials,7116,8,2293,5,0.0011242270938729624,0.625
failed,7116,8,2293,5,0.0011242270938729624,0.625
sentence,6908,216,2163,135,0.03126809496236248,0.625
posteriors,7116,8,2293,5,0.0011242270938729624,0.625
uniformly,7100,24,2283,15,0.0033802816901408453,0.625
44,7116,8,2293,5,0.0011242270938729624,0.625
arcade,7116,8,2293,5,0.0011242270938729624,0.625
regularizing,7116,8,2293,5,0.0011242270938729624,0.625
grams,7108,16,2288,10,0.0022509848058525606,0.625
momentum,7116,8,2293,5,0.0011242270938729624,0.625
compressive,7116,8,2293,5,0.0011242270938729624,0.625
subword,7116,8,2293,5,0.0011242270938729624,0.625
discrete,6994,130,2217,81,0.01858736059479554,0.6230769230769231
deriving,7095,29,2280,18,0.00408738548273432,0.6206896551724138
bias,7053,71,2254,44,0.010066638309939034,0.6197183098591549
optimality,7082,42,2272,26,0.005930528099406947,0.6190476190476191
jointly,6998,126,2220,78,0.018005144326950558,0.6190476190476191
constant,7040,84,2246,52,0.011931818181818182,0.6190476190476191
directional,7103,21,2285,13,0.0029564972546811206,0.6190476190476191
beam,7103,21,2285,13,0.0029564972546811206,0.6190476190476191
optimization,6647,477,2003,295,0.07176169700616819,0.6184486373165619
learns,6933,191,2180,118,0.027549401413529497,0.6178010471204188
estimating,7043,81,2248,50,0.011500780917222774,0.6172839506172839
guaranteed,7064,60,2261,37,0.008493771234428085,0.6166666666666667
stopping,7111,13,2290,8,0.0018281535648994515,0.6153846153846154
recursively,7111,13,2290,8,0.0018281535648994515,0.6153846153846154
impractical,7111,13,2290,8,0.0018281535648994515,0.6153846153846154
substantial,7046,78,2250,48,0.01107011070110701,0.6153846153846154
sparsity,7046,78,2250,48,0.01107011070110701,0.6153846153846154
subtle,7111,13,2290,8,0.0018281535648994515,0.6153846153846154
generator,7093,31,2279,19,0.0043705061328069925,0.6129032258064516
curriculum,7106,18,2287,11,0.0025330706445257528,0.6111111111111112
exponential,7024,100,2237,61,0.014236902050113895,0.61
richer,7096,28,2281,17,0.003945885005636978,0.6071428571428571
transformations,7081,43,2272,26,0.006072588617426917,0.6046511627906976
al,6985,139,2214,84,0.019899785254115964,0.60431654676259
confidence,7066,58,2263,35,0.008208321539767903,0.603448275862069
verb,7104,20,2286,12,0.002815315315315315,0.6
optimizers,7119,5,2295,3,0.0007023458350891979,0.6
surpasses,7114,10,2292,6,0.0014056789429294349,0.6
viterbi,7119,5,2295,3,0.0007023458350891979,0.6
beginning,7114,10,2292,6,0.0014056789429294349,0.6
surrogate,7104,20,2286,12,0.002815315315315315,0.6
placement,7114,10,2292,6,0.0014056789429294349,0.6
incoherent,7119,5,2295,3,0.0007023458350891979,0.6
stochastically,7114,10,2292,6,0.0014056789429294349,0.6
grammaticality,7119,5,2295,3,0.0007023458350891979,0.6
asynchronously,7119,5,2295,3,0.0007023458350891979,0.6
combinatory,7119,5,2295,3,0.0007023458350891979,0.6
possesses,7114,10,2292,6,0.0014056789429294349,0.6
pac,7104,20,2286,12,0.002815315315315315,0.6
correlate,7114,10,2292,6,0.0014056789429294349,0.6
priors,7104,20,2286,12,0.002815315315315315,0.6
sentential,7114,10,2292,6,0.0014056789429294349,0.6
markets,7114,10,2292,6,0.0014056789429294349,0.6
boosting,7094,30,2280,18,0.00422892585283338,0.6
exciting,7114,10,2292,6,0.0014056789429294349,0.6
sensible,7119,5,2295,3,0.0007023458350891979,0.6
subgoals,7119,5,2295,3,0.0007023458350891979,0.6
sex,7119,5,2295,3,0.0007023458350891979,0.6
pca,7089,35,2277,21,0.004937226689236846,0.6
disjoint,7114,10,2292,6,0.0014056789429294349,0.6
plane,7109,15,2289,9,0.0021100014066676043,0.6
rst,7119,5,2295,3,0.0007023458350891979,0.6
identically,7119,5,2295,3,0.0007023458350891979,0.6
cs,7119,5,2295,3,0.0007023458350891979,0.6
sums,7114,10,2292,6,0.0014056789429294349,0.6
marginalized,7119,5,2295,3,0.0007023458350891979,0.6
mimics,7119,5,2295,3,0.0007023458350891979,0.6
reals,7119,5,2295,3,0.0007023458350891979,0.6
negativity,7119,5,2295,3,0.0007023458350891979,0.6
parallelizing,7119,5,2295,3,0.0007023458350891979,0.6
framenet,7119,5,2295,3,0.0007023458350891979,0.6
union,7109,15,2289,9,0.0021100014066676043,0.6
visualizing,7109,15,2289,9,0.0021100014066676043,0.6
labeler,7119,5,2295,3,0.0007023458350891979,0.6
augmenting,7109,15,2289,9,0.0021100014066676043,0.6
infinitesimal,7119,5,2295,3,0.0007023458350891979,0.6
whereby,7109,15,2289,9,0.0021100014066676043,0.6
paraphrases,7119,5,2295,3,0.0007023458350891979,0.6
lag,7119,5,2295,3,0.0007023458350891979,0.6
subroutine,7119,5,2295,3,0.0007023458350891979,0.6
parsed,7119,5,2295,3,0.0007023458350891979,0.6
ica,7119,5,2295,3,0.0007023458350891979,0.6
decoupled,7119,5,2295,3,0.0007023458350891979,0.6
adversely,7119,5,2295,3,0.0007023458350891979,0.6
byte,7119,5,2295,3,0.0007023458350891979,0.6
conform,7119,5,2295,3,0.0007023458350891979,0.6
outer,7119,5,2295,3,0.0007023458350891979,0.6
conjectured,7119,5,2295,3,0.0007023458350891979,0.6
nk,7119,5,2295,3,0.0007023458350891979,0.6
inferior,7119,5,2295,3,0.0007023458350891979,0.6
lifelong,7114,10,2292,6,0.0014056789429294349,0.6
recursion,7119,5,2295,3,0.0007023458350891979,0.6
yahoo,7119,5,2295,3,0.0007023458350891979,0.6
lookahead,7119,5,2295,3,0.0007023458350891979,0.6
replicated,7119,5,2295,3,0.0007023458350891979,0.6
approximator,7119,5,2295,3,0.0007023458350891979,0.6
rhetorical,7119,5,2295,3,0.0007023458350891979,0.6
salience,7119,5,2295,3,0.0007023458350891979,0.6
adjusts,7119,5,2295,3,0.0007023458350891979,0.6
adversarially,7119,5,2295,3,0.0007023458350891979,0.6
unless,7114,10,2292,6,0.0014056789429294349,0.6
mathbf,7119,5,2295,3,0.0007023458350891979,0.6
conversely,7119,5,2295,3,0.0007023458350891979,0.6
binarization,7119,5,2295,3,0.0007023458350891979,0.6
adam,7119,5,2295,3,0.0007023458350891979,0.6
linear,6621,503,1997,301,0.0759703972209636,0.5984095427435387
regression,6940,184,2188,110,0.026512968299711816,0.5978260869565217
pairwise,7057,67,2258,40,0.009494119314156156,0.5970149253731343
gram,7062,62,2261,37,0.008779382611158312,0.5967741935483871
approximate,6934,190,2185,113,0.027401211421978655,0.5947368421052631
coding,7092,32,2279,19,0.0045121263395375075,0.59375
lingual,7092,32,2279,19,0.0045121263395375075,0.59375
strong,6925,199,2180,118,0.028736462093862814,0.592964824120603
distributional,7070,54,2266,32,0.007637906647807638,0.5925925925925926
obtains,7075,49,2269,29,0.006925795053003533,0.5918367346938775
critic,7102,22,2285,13,0.0030977189524077726,0.5909090909090909
replace,7102,22,2285,13,0.0030977189524077726,0.5909090909090909
2011,7102,22,2285,13,0.0030977189524077726,0.5909090909090909
confirm,7080,44,2272,26,0.0062146892655367235,0.5909090909090909
stationary,7085,39,2275,23,0.005504587155963303,0.5897435897435898
arguably,7107,17,2288,10,0.002392007879555368,0.5882352941176471
mitigate,7107,17,2288,10,0.002392007879555368,0.5882352941176471
implicitly,7090,34,2278,20,0.004795486600846262,0.5882352941176471
recursive,7073,51,2268,30,0.007210518874593524,0.5882352941176471
interpolation,7107,17,2288,10,0.002392007879555368,0.5882352941176471
sequence,6821,303,2120,178,0.044421639055856915,0.5874587458745875
dependence,7078,46,2271,27,0.0064990110200621645,0.5869565217391305
matching,6996,128,2223,75,0.018296169239565466,0.5859375
broad,7054,70,2257,41,0.009923447689254324,0.5857142857142857
additive,7083,41,2274,24,0.00578850769447974,0.5853658536585366
optimizing,7042,82,2250,48,0.011644419199091167,0.5853658536585366
coordinate,7083,41,2274,24,0.00578850769447974,0.5853658536585366
outperforms,6737,387,2072,226,0.0574439661570432,0.5839793281653747
locality,7112,12,2291,7,0.001687289088863892,0.5833333333333334
ubiquitous,7100,24,2284,14,0.0033802816901408453,0.5833333333333334
landscape,7112,12,2291,7,0.001687289088863892,0.5833333333333334
pivot,7112,12,2291,7,0.001687289088863892,0.5833333333333334
dramatic,7112,12,2291,7,0.001687289088863892,0.5833333333333334
optimize,7028,96,2242,56,0.013659647125782584,0.5833333333333334
permutation,7112,12,2291,7,0.001687289088863892,0.5833333333333334
mistakes,7112,12,2291,7,0.001687289088863892,0.5833333333333334
illustrating,7112,12,2291,7,0.001687289088863892,0.5833333333333334
rouge,7112,12,2291,7,0.001687289088863892,0.5833333333333334
repeatedly,7100,24,2284,14,0.0033802816901408453,0.5833333333333334
passes,7112,12,2291,7,0.001687289088863892,0.5833333333333334
generalize,7019,105,2237,61,0.014959395925345492,0.580952380952381
morphological,7093,31,2280,18,0.0043705061328069925,0.5806451612903226
corrupted,7105,19,2287,11,0.0026741731175228714,0.5789473684210527
hash,7105,19,2287,11,0.0026741731175228714,0.5789473684210527
teacher,7105,19,2287,11,0.0026741731175228714,0.5789473684210527
appealing,7098,26,2283,15,0.003663003663003663,0.5769230769230769
neurons,7091,33,2279,19,0.0046537864899167955,0.5757575757575758
improves,6924,200,2183,115,0.028885037550548817,0.575
theoretically,7044,80,2252,46,0.011357183418512209,0.575
minimizing,7056,68,2259,39,0.00963718820861678,0.5735294117647058
sum,7042,82,2251,47,0.011644419199091167,0.573170731707317
art,6140,984,1734,564,0.16026058631921825,0.573170731707317
approximation,6890,234,2164,134,0.033962264150943396,0.5726495726495726
improvements,6923,201,2183,115,0.02903365592951033,0.572139303482587
predictors,7096,28,2282,16,0.003945885005636978,0.5714285714285714
optimizer,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
ie,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
trading,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
alleviates,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
identical,7103,21,2286,12,0.0029564972546811206,0.5714285714285714
susceptible,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
segmentations,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
lsh,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
shrinkage,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
slots,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
mark,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
slow,7082,42,2274,24,0.005930528099406947,0.5714285714285714
saturation,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
orders,7040,84,2250,48,0.011931818181818182,0.5714285714285714
likelihoods,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
returned,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
lattices,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
permit,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
kalman,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
cascading,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
exogenous,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
subproblems,7110,14,2290,8,0.001969057665260197,0.5714285714285714
plug,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
twelve,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
adequacy,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
tightly,7117,7,2294,4,0.0009835604889700718,0.5714285714285714
perfectly,7110,14,2290,8,0.001969057665260197,0.5714285714285714
em,7052,72,2257,41,0.01020986954055587,0.5694444444444444
demonstrating,7066,58,2265,33,0.008208321539767903,0.5689655172413793
assumption,7013,111,2235,63,0.015827748467132467,0.5675675675675675
principled,7087,37,2277,21,0.005220826866092846,0.5675675675675675
families,7094,30,2281,17,0.00422892585283338,0.5666666666666667
invariant,7064,60,2264,34,0.008493771234428085,0.5666666666666667
correlated,7078,46,2272,26,0.0064990110200621645,0.5652173913043478
competitive,6917,207,2181,117,0.02992626861356079,0.5652173913043478
qa,7101,23,2285,13,0.0032389804252922123,0.5652173913043478
formalize,7101,23,2285,13,0.0032389804252922123,0.5652173913043478
stack,7101,23,2285,13,0.0032389804252922123,0.5652173913043478
inference,6736,388,2079,219,0.05760095011876484,0.5644329896907216
fraction,7085,39,2276,22,0.005504587155963303,0.5641025641025641
guarantee,7053,71,2258,40,0.010066638309939034,0.5633802816901409
regularize,7108,16,2289,9,0.0022509848058525606,0.5625
switching,7108,16,2289,9,0.0022509848058525606,0.5625
vs,7092,32,2280,18,0.0045121263395375075,0.5625
fits,7108,16,2289,9,0.0022509848058525606,0.5625
biased,7092,32,2280,18,0.0045121263395375075,0.5625
indirect,7108,16,2289,9,0.0022509848058525606,0.5625
phrases,7067,57,2266,32,0.008065657280316966,0.5614035087719298
representations,6673,451,2045,253,0.06758579349617863,0.5609756097560976
adversary,7099,25,2284,14,0.003521622763769545,0.56
rich,6981,143,2218,80,0.020484171322160148,0.5594405594405595
stronger,7090,34,2279,19,0.004795486600846262,0.5588235294117647
striking,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
dqn,7106,18,2288,10,0.0025330706445257528,0.5555555555555556
resemble,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
resultant,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
attains,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
syntactically,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
dot,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
clusterings,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
corrected,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
perturbation,7106,18,2288,10,0.0025330706445257528,0.5555555555555556
convolutions,7106,18,2288,10,0.0025330706445257528,0.5555555555555556
intra,7106,18,2288,10,0.0025330706445257528,0.5555555555555556
slot,7106,18,2288,10,0.0025330706445257528,0.5555555555555556
differentiate,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
projective,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
fitting,7097,27,2283,15,0.003804424404678033,0.5555555555555556
iteration,7034,90,2248,50,0.01279499573500142,0.5555555555555556
debates,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
twofold,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
scaled,7106,18,2288,10,0.0025330706445257528,0.5555555555555556
cuts,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
multilabel,7115,9,2293,5,0.0012649332396345748,0.5555555555555556
translation,6866,258,2155,143,0.03757646373434314,0.5542635658914729
showing,6967,157,2211,87,0.022534806947036027,0.554140127388535
unseen,7068,56,2267,31,0.00792303338992643,0.5535714285714286
