feature,count0@False,count1@False,count0@True,count1@True
interjection,7122,2,2298,0
inquiry,7122,2,2298,0
anxiety,7122,2,2298,0
investing,7122,2,2298,0
328,7122,2,2298,0
sushi,7122,2,2298,0
watts,7122,2,2298,0
watershed,7122,2,2298,0
32768,7122,2,2298,0
appeals,7122,2,2298,0
sustain,7122,2,2298,0
sur,7122,2,2298,0
inorganic,7122,2,2298,0
injuries,7122,2,2298,0
internationalization,7122,2,2298,0
internship,7122,2,2298,0
invite,7122,2,2298,0
250k,7122,2,2298,0
wellknown,7122,2,2298,0
appending,7122,2,2298,0
instructed,7122,2,2298,0
surpluses,7122,2,2298,0
315,7122,2,2298,0
insufficiency,7122,2,2298,0
surfing,7122,2,2298,0
intake,7122,2,2298,0
appli,7122,2,2298,0
wcsps,7122,2,2298,0
surfaced,7122,2,2298,0
sustaining,7122,2,2298,0
sv,7122,2,2298,0
insect,7122,2,2298,0
faith,7122,2,2298,0
ekmt,7122,2,2298,0
cogalex,7122,2,2298,0
inordinate,7122,2,2298,0
subsumed,7122,2,2298,0
ardenfors,7122,2,2298,0
intervened,7122,2,2298,0
warming,7122,2,2298,0
empathy,7122,2,2298,0
vortex,7122,2,2298,0
sylvester,7122,2,2298,0
vrptw,7122,2,2298,0
3x3,7122,2,2298,0
systematize,7122,2,2298,0
sz,7122,2,2298,0
informing,7122,2,2298,0
anonymization,7122,2,2298,0
electrodes,7122,2,2298,0
360,7122,2,2298,0
annually,7122,2,2298,0
infor,7122,2,2298,0
infomax,7122,2,2298,0
thermostat,7122,2,2298,0
allsat,7122,2,2298,0
theirs,7122,2,2298,0
importing,7122,2,2298,0
globe,7122,2,2298,0
alphabets,7122,2,2298,0
voicing,7122,2,2298,0
impostor,7122,2,2298,0
thailand,7122,2,2298,0
tgm,7122,2,2298,0
glivenko,7122,2,2298,0
tgds,7122,2,2298,0
alternation,7122,2,2298,0
texttiling,7122,2,2298,0
textile,7122,2,2298,0
textes,7122,2,2298,0
emm,7122,2,2298,0
infoboxes,7122,2,2298,0
electroencephalography,7122,2,2298,0
subtitle,7122,2,2298,0
inhibitory,7122,2,2298,0
synapse,7122,2,2298,0
synchronicity,7122,2,2298,0
warrants,7122,2,2298,0
elaborating,7122,2,2298,0
synchronize,7122,2,2298,0
synchronizes,7122,2,2298,0
synchrony,7122,2,2298,0
warfare,7122,2,2298,0
inhibitor,7122,2,2298,0
anthropomorphism,7122,2,2298,0
elderly,7122,2,2298,0
anthropomorphic,7122,2,2298,0
352,7122,2,2298,0
inhabit,7122,2,2298,0
sympathize,7122,2,2298,0
wassa,7122,2,2298,0
symmetrized,7122,2,2298,0
symmetrically,7122,2,2298,0
syntagma,7122,2,2298,0
syntagmatic,7122,2,2298,0
infrared,7122,2,2298,0
electromagnetic,7122,2,2298,0
ware,7122,2,2298,0
inflections,7122,2,2298,0
tabling,7122,2,2298,0
influ,7122,2,2298,0
warehouses,7122,2,2298,0
tabletop,7122,2,2298,0
electromyography,7122,2,2298,0
fading,7122,2,2298,0
tablet,7122,2,2298,0
voiced,7122,2,2298,0
thief,7122,2,2298,0
emphasising,7122,2,2298,0
inadequacies,7122,2,2298,0
terminated,7122,2,2298,0
emcss,7122,2,2298,0
emd,7122,2,2298,0
inapproximability,7122,2,2298,0
amalgamation,7122,2,2298,0
testament,7122,2,2298,0
amalgamate,7122,2,2298,0
tim,7122,2,2298,0
alzheimer,7122,2,2298,0
testify,7122,2,2298,0
testings,7122,2,2298,0
vot,7122,2,2298,0
terminals,7122,2,2298,0
termhood,7122,2,2298,0
embraces,7122,2,2298,0
incarnations,7122,2,2298,0
territory,7122,2,2298,0
embrace,7122,2,2298,0
glance,7122,2,2298,0
embodying,7122,2,2298,0
glagolitic,7122,2,2298,0
ambition,7122,2,2298,0
amcss,7122,2,2298,0
gk,7122,2,2298,0
voxml,7122,2,2298,0
initiating,7122,2,2298,0
imagine,7122,2,2298,0
intruder,7122,2,2298,0
edi,7122,2,2298,0
subtlety,7122,2,2298,0
subtleties,7122,2,2298,0
amd,7122,2,2298,0
giant,7122,2,2298,0
419,7122,2,2298,0
textbook,7122,2,2298,0
tiles,7122,2,2298,0
extensionally,7122,2,2298,0
vocoded,7122,2,2298,0
tification,7122,2,2298,0
tier,7122,2,2298,0
glover,7122,2,2298,0
immunology,7122,2,2298,0
imp,7122,2,2298,0
tibetan,7122,2,2298,0
thrust,7122,2,2298,0
impedance,7122,2,2298,0
impediment,7122,2,2298,0
thriving,7122,2,2298,0
thrive,7122,2,2298,0
telecom,7122,2,2298,0
elucidated,7122,2,2298,0
ina,7122,2,2298,0
tep,7122,2,2298,0
amendments,7122,2,2298,0
americans,7122,2,2298,0
incompletely,7122,2,2298,0
incomprehensible,7122,2,2298,0
emanating,7122,2,2298,0
amharic,7122,2,2298,0
inconsequential,7122,2,2298,0
422,7122,2,2298,0
gigabytes,7122,2,2298,0
vrl,7122,2,2298,0
telephony,7122,2,2298,0
amrnn,7122,2,2298,0
relief,7122,2,2298,0
oddities,7122,2,2298,0
relieves,7122,2,2298,0
denecker,7122,2,2298,0
owner,7122,2,2298,0
pathwidth,7122,2,2298,0
brokers,7122,2,2298,0
complexes,7122,2,2298,0
paved,7122,2,2298,0
completions,7122,2,2298,0
panini,7122,2,2298,0
confusable,7122,2,2298,0
revives,7122,2,2298,0
owned,7122,2,2298,0
bpmn,7122,2,2298,0
risky,7122,2,2298,0
paul,7122,2,2298,0
mikolov,7122,2,2298,0
brand,7122,2,2298,0
restless,7122,2,2298,0
pending,7122,2,2298,0
confusions,7122,2,2298,0
miller,7122,2,2298,0
phenotypes,7122,2,2298,0
overlook,7122,2,2298,0
revolutionize,7122,2,2298,0
pasted,7122,2,2298,0
pat,7122,2,2298,0
restoring,7122,2,2298,0
phasor,7122,2,2298,0
denial,7122,2,2298,0
ownership,7122,2,2298,0
mile,7122,2,2298,0
defects,7122,2,2298,0
pem,7122,2,2298,0
bpm,7122,2,2298,0
defend,7122,2,2298,0
physionet,7122,2,2298,0
milliseconds,7122,2,2298,0
configure,7122,2,2298,0
overriding,7122,2,2298,0
committed,7122,2,2298,0
passable,7122,2,2298,0
rises,7122,2,2298,0
mews,7122,2,2298,0
restarting,7122,2,2298,0
meek,7122,2,2298,0
committing,7122,2,2298,0
parentheses,7122,2,2298,0
breaches,7122,2,2298,0
congenial,7122,2,2298,0
responsibly,7122,2,2298,0
philosophers,7122,2,2298,0
denote,7122,2,2298,0
mincut,7122,2,2298,0
commitments,7122,2,2298,0
pertinence,7122,2,2298,0
medial,7122,2,2298,0
perturbs,7122,2,2298,0
mediate,7122,2,2298,0
configuring,7122,2,2298,0
mimo,7122,2,2298,0
delve,7122,2,2298,0
delegate,7122,2,2298,0
pasp,7122,2,2298,0
concentrations,7122,2,2298,0
mergings,7122,2,2298,0
commonality,7122,2,2298,0
defended,7122,2,2298,0
patrolling,7122,2,2298,0
denmark,7122,2,2298,0
curie,7122,2,2298,0
religious,7122,2,2298,0
cornerstones,7122,2,2298,0
radical,7122,2,2298,0
radicals,7122,2,2298,0
ramps,7122,2,2298,0
radiological,7122,2,2298,0
projectivity,7122,2,2298,0
csv,7122,2,2298,0
radiomic,7122,2,2298,0
obama,7122,2,2298,0
radiomics,7122,2,2298,0
projectability,7122,2,2298,0
prohibition,7122,2,2298,0
cb,7122,2,2298,0
nara,7122,2,2298,0
cifar100,7122,2,2298,0
cstp,7122,2,2298,0
nbi,7122,2,2298,0
cstb,7122,2,2298,0
ncm,7122,2,2298,0
nsga,7122,2,2298,0
csr,7122,2,2298,0
ctb,7122,2,2298,0
prohibit,7122,2,2298,0
ctbn,7122,2,2298,0
narrated,7122,2,2298,0
rajpurkar,7122,2,2298,0
profoundly,7122,2,2298,0
narrowly,7122,2,2298,0
cial,7122,2,2298,0
cdacm,7122,2,2298,0
cdae,7122,2,2298,0
nascent,7122,2,2298,0
myanmar,7122,2,2298,0
mwu,7122,2,2298,0
cures,7122,2,2298,0
profiled,7122,2,2298,0
naming,7122,2,2298,0
nurse,7122,2,2298,0
namesake,7122,2,2298,0
copious,7122,2,2298,0
copes,7122,2,2298,0
culminating,7122,2,2298,0
ranged,7122,2,2298,0
obda,7122,2,2298,0
productive,7122,2,2298,0
producer,7122,2,2298,0
nyudv2,7122,2,2298,0
nab,7122,2,2298,0
cipher,7122,2,2298,0
curation,7122,2,2298,0
numpy,7122,2,2298,0
nand,7122,2,2298,0
oaei,7122,2,2298,0
myoelectric,7122,2,2298,0
cooperatively,7122,2,2298,0
problog,7122,2,2298,0
objectification,7122,2,2298,0
cbf,7122,2,2298,0
mv,7122,2,2298,0
obfuscation,7122,2,2298,0
obfuscated,7122,2,2298,0
proceedings,7122,2,2298,0
cursor,7122,2,2298,0
obesity,7122,2,2298,0
circles,7122,2,2298,0
obdd,7122,2,2298,0
mvso,7122,2,2298,0
mers,7122,2,2298,0
mert,7122,2,2298,0
roboticists,7122,2,2298,0
conic,7122,2,2298,0
rigor,7122,2,2298,0
commercially,7122,2,2298,0
metaknowledge,7122,2,2298,0
permissions,7122,2,2298,0
rois,7122,2,2298,0
bounce,7122,2,2298,0
metalanguage,7122,2,2298,0
buddhist,7122,2,2298,0
riddles,7122,2,2298,0
personalizing,7122,2,2298,0
metamap,7122,2,2298,0
resonate,7122,2,2298,0
permission,7122,2,2298,0
outward,7122,2,2298,0
ronald,7122,2,2298,0
residents,7122,2,2298,0
participatory,7122,2,2298,0
competences,7122,2,2298,0
minimizations,7122,2,2298,0
parsimony,7122,2,2298,0
perpetual,7122,2,2298,0
definitive,7122,2,2298,0
deleterious,7122,2,2298,0
pedagogy,7122,2,2298,0
revert,7122,2,2298,0
concession,7122,2,2298,0
microstructure,7122,2,2298,0
peculiarities,7122,2,2298,0
conforming,7122,2,2298,0
owas,7122,2,2298,0
oversimplified,7122,2,2298,0
densest,7122,2,2298,0
deeplearning,7122,2,2298,0
computerize,7122,2,2298,0
comma,7122,2,2298,0
bulletin,7122,2,2298,0
rimes,7122,2,2298,0
brittle,7122,2,2298,0
breakdowns,7122,2,2298,0
overfeat,7122,2,2298,0
rogue,7122,2,2298,0
compiles,7122,2,2298,0
bridged,7122,2,2298,0
miner,7122,2,2298,0
competed,7122,2,2298,0
respected,7122,2,2298,0
pentesting,7122,2,2298,0
brewka,7122,2,2298,0
interlingual,7122,2,2298,0
bucklin,7122,2,2298,0
overarching,7122,2,2298,0
ova,7122,2,2298,0
delgrande,7122,2,2298,0
peot,7122,2,2298,0
rights,7122,2,2298,0
resist,7122,2,2298,0
rolling,7122,2,2298,0
percentile,7122,2,2298,0
bugassist,7122,2,2298,0
perfection,7122,2,2298,0
meter,7122,2,2298,0
meteorology,7122,2,2298,0
deliberative,7122,2,2298,0
rife,7122,2,2298,0
richard,7122,2,2298,0
resisted,7122,2,2298,0
melville,7122,2,2298,0
rle,7122,2,2298,0
overtakes,7122,2,2298,0
brainstorming,7122,2,2298,0
pgms,7122,2,2298,0
overtraining,7122,2,2298,0
demos,7122,2,2298,0
metaphysical,7122,2,2298,0
rnng,7122,2,2298,0
deft,7122,2,2298,0
microarrays,7122,2,2298,0
composites,7122,2,2298,0
overviews,7122,2,2298,0
reverberation,7122,2,2298,0
commuters,7122,2,2298,0
pdp,7122,2,2298,0
revelation,7122,2,2298,0
bracketing,7122,2,2298,0
microscope,7122,2,2298,0
retro,7122,2,2298,0
michael,7122,2,2298,0
pctl,7122,2,2298,0
brainwaves,7122,2,2298,0
petroleum,7122,2,2298,0
reversals,7122,2,2298,0
demonstrative,7122,2,2298,0
memristive,7122,2,2298,0
brainwave,7122,2,2298,0
pde,7122,2,2298,0
confronting,7122,2,2298,0
pascal3d,7122,2,2298,0
oxygen,7122,2,2298,0
mediation,7122,2,2298,0
metropolises,7122,2,2298,0
ripple,7122,2,2298,0
brackets,7122,2,2298,0
memoization,7122,2,2298,0
rms,7122,2,2298,0
pao,7122,2,2298,0
pgs,7122,2,2298,0
para,7122,2,2298,0
demodulated,7122,2,2298,0
retrace,7122,2,2298,0
microstructures,7122,2,2298,0
ro,7122,2,2298,0
den,7122,2,2298,0
pavelka,7122,2,2298,0
bpp,7122,2,2298,0
mer,7122,2,2298,0
parameterizing,7122,2,2298,0
meps,7122,2,2298,0
defending,7122,2,2298,0
bss,7122,2,2298,0
complexification,7122,2,2298,0
microdata,7122,2,2298,0
resuscitation,7122,2,2298,0
comprehensiveness,7122,2,2298,0
retailer,7122,2,2298,0
degenerated,7122,2,2298,0
retinopathy,7122,2,2298,0
comprehends,7122,2,2298,0
defuzzification,7122,2,2298,0
mending,7122,2,2298,0
rnnlms,7122,2,2298,0
overwhelm,7122,2,2298,0
reverberant,7122,2,2298,0
pdes,7122,2,2298,0
bracket,7122,2,2298,0
mendelzon,7122,2,2298,0
programmable,7122,2,2298,0
railway,7122,2,2298,0
churches,7122,2,2298,0
r5rs,7122,2,2298,0
chilean,7122,2,2298,0
normalizes,7122,2,2298,0
normalhedge,7122,2,2298,0
nontechnical,7122,2,2298,0
cemrs,7122,2,2298,0
prose,7122,2,2298,0
november,7122,2,2298,0
correlative,7122,2,2298,0
necessities,7122,2,2298,0
choreography,7122,2,2298,0
nowhere,7122,2,2298,0
pronunciations,7122,2,2298,0
correspondent,7122,2,2298,0
christian,7122,2,2298,0
nesting,7122,2,2298,0
quantizing,7122,2,2298,0
protecting,7122,2,2298,0
crowding,7122,2,2298,0
quantisation,7122,2,2298,0
cosmic,7122,2,2298,0
cortical,7122,2,2298,0
quantal,7122,2,2298,0
neu,7122,2,2298,0
crossings,7122,2,2298,0
chi,7122,2,2298,0
quarters,7122,2,2298,0
ness,7122,2,2298,0
nes,7122,2,2298,0
chips,7122,2,2298,0
questionnaire,7122,2,2298,0
neighbouring,7122,2,2298,0
npcs,7122,2,2298,0
promoter,7122,2,2298,0
court,7122,2,2298,0
nids,7122,2,2298,0
chord,7122,2,2298,0
nous,7122,2,2298,0
prolonged,7122,2,2298,0
crossbar,7122,2,2298,0
qualify,7122,2,2298,0
psychologically,7122,2,2298,0
qap,7122,2,2298,0
csl,7122,2,2298,0
charles,7122,2,2298,0
qatar,7122,2,2298,0
ni,7122,2,2298,0
crew,7122,2,2298,0
ngs,7122,2,2298,0
chases,7122,2,2298,0
cryptography,7122,2,2298,0
neg,7122,2,2298,0
negated,7122,2,2298,0
notification,7122,2,2298,0
quran,7122,2,2298,0
notations,7122,2,2298,0
noticing,7122,2,2298,0
cruz,7122,2,2298,0
crunch,7122,2,2298,0
neglecting,7122,2,2298,0
proprioceptive,7122,2,2298,0
choco,7122,2,2298,0
cegio,7122,2,2298,0
chords,7122,2,2298,0
ned,7122,2,2298,0
chronicle,7122,2,2298,0
racism,7122,2,2298,0
nose,7122,2,2298,0
norwegian,7122,2,2298,0
prosperity,7122,2,2298,0
plex,7122,2,2298,0
poincar,7122,2,2298,0
renowned,7122,2,2298,0
remainder,7122,2,2298,0
december,7122,2,2298,0
cohn,7122,2,2298,0
cohorts,7122,2,2298,0
plenty,7122,2,2298,0
quench,7122,2,2298,0
dechter,7122,2,2298,0
pleasure,7122,2,2298,0
mlr,7122,2,2298,0
originality,7122,2,2298,0
mlns,7122,2,2298,0
collaborators,7122,2,2298,0
reiter,7122,2,2298,0
calories,7122,2,2298,0
codeword,7122,2,2298,0
reinterpretation,7122,2,2298,0
camvid,7122,2,2298,0
modals,7122,2,2298,0
coders,7122,2,2298,0
coder,7122,2,2298,0
canadian,7122,2,2298,0
codebook,7122,2,2298,0
cancelling,7122,2,2298,0
ddsm,7122,2,2298,0
polarized,7122,2,2298,0
rejecting,7122,2,2298,0
codified,7122,2,2298,0
orbit,7122,2,2298,0
callhome,7122,2,2298,0
caches,7122,2,2298,0
mmorpgs,7122,2,2298,0
deceived,7122,2,2298,0
organisers,7122,2,2298,0
neocortical,7122,2,2298,0
crowdworkers,7122,2,2298,0
prostate,7122,2,2298,0
prosthesis,7122,2,2298,0
crowdsouring,7122,2,2298,0
neq,7122,2,2298,0
prosthetic,7122,2,2298,0
centralizing,7122,2,2298,0
crowdsource,7122,2,2298,0
preliminarily,7122,2,2298,0
prejudice,7122,2,2298,0
minister,7122,2,2298,0
cake,7122,2,2298,0
mmse,7122,2,2298,0
organised,7122,2,2298,0
deceive,7122,2,2298,0
mnb,7122,2,2298,0
organisational,7122,2,2298,0
reminds,7122,2,2298,0
mnl,7122,2,2298,0
ply,7122,2,2298,0
remarks,7122,2,2298,0
mo,7122,2,2298,0
mobas,7122,2,2298,0
mobilenets,7122,2,2298,0
debunking,7122,2,2298,0
moby,7122,2,2298,0
console,7122,2,2298,0
debugger,7122,2,2298,0
pls,7122,2,2298,0
qclp,7122,2,2298,0
nonempty,7122,2,2298,0
nasty,7122,2,2298,0
converses,7122,2,2298,0
obscured,7122,2,2298,0
observatory,7122,2,2298,0
rcts,7122,2,2298,0
cutoffs,7122,2,2298,0
probed,7122,2,2298,0
catching,7122,2,2298,0
octave,7122,2,2298,0
clarke,7122,2,2298,0
october,7122,2,2298,0
catalogs,7122,2,2298,0
rearrange,7122,2,2298,0
prescriptions,7122,2,2298,0
oddball,7122,2,2298,0
odds,7122,2,2298,0
circumscription,7122,2,2298,0
cvd,7122,2,2298,0
circulating,7122,2,2298,0
cau,7122,2,2298,0
obliged,7122,2,2298,0
readiness,7122,2,2298,0
cute,7122,2,2298,0
customizing,7122,2,2298,0
rboosting,7122,2,2298,0
museum,7122,2,2298,0
rbmt,7122,2,2298,0
caution,7122,2,2298,0
cis,7122,2,2298,0
prioritised,7122,2,2298,0
categorise,7122,2,2298,0
categorised,7122,2,2298,0
occ,7122,2,2298,0
odel,7122,2,2298,0
catalog,7122,2,2298,0
nir,7122,2,2298,0
multipass,7122,2,2298,0
occupying,7122,2,2298,0
occurence,7122,2,2298,0
occuring,7122,2,2298,0
claimant,7122,2,2298,0
cycling,7122,2,2298,0
ocean,7122,2,2298,0
prolific,7122,2,2298,0
prerequisites,7122,2,2298,0
cayley,7122,2,2298,0
probes,7122,2,2298,0
progressed,7122,2,2298,0
nations,7122,2,2298,0
programme,7122,2,2298,0
cdf,7122,2,2298,0
realism,7122,2,2298,0
cl,7122,2,2298,0
realising,7122,2,2298,0
occupies,7122,2,2298,0
preventive,7122,2,2298,0
occupants,7122,2,2298,0
occupant,7122,2,2298,0
cyc,7122,2,2298,0
reagan,7122,2,2298,0
prevails,7122,2,2298,0
preventable,7122,2,2298,0
converter,7122,2,2298,0
oclingo,7122,2,2298,0
clarin,7122,2,2298,0
offensive,7122,2,2298,0
offender,7122,2,2298,0
preparedness,7122,2,2298,0
previsions,7122,2,2298,0
convinced,7122,2,2298,0
multisensor,7122,2,2298,0
countering,7122,2,2298,0
critics,7122,2,2298,0
qu,7122,2,2298,0
chemicals,7122,2,2298,0
neuromuscular,7122,2,2298,0
nonparametrically,7122,2,2298,0
counterintuitively,7122,2,2298,0
quads,7122,2,2298,0
primed,7122,2,2298,0
nonrecursive,7122,2,2298,0
cern,7122,2,2298,0
counterfactually,7122,2,2298,0
crnns,7122,2,2298,0
qualification,7122,2,2298,0
counterarguments,7122,2,2298,0
psl,7122,2,2298,0
provability,7122,2,2298,0
puns,7122,2,2298,0
cpb,7122,2,2298,0
crawler,7122,2,2298,0
crashes,7122,2,2298,0
chaplin,7122,2,2298,0
char,7122,2,2298,0
cpf,7122,2,2298,0
publicity,7122,2,2298,0
ng,7122,2,2298,0
nms,7122,2,2298,0
characterise,7122,2,2298,0
pulse,7122,2,2298,0
nobody,7122,2,2298,0
pushdown,7122,2,2298,0
ptime,7122,2,2298,0
neurobiology,7122,2,2298,0
qualifies,7122,2,2298,0
chervonenkis,7122,2,2298,0
counters,7122,2,2298,0
obstructive,7122,2,2298,0
cater,7122,2,2298,0
obstruct,7122,2,2298,0
principally,7122,2,2298,0
multisets,7122,2,2298,0
multispectral,7122,2,2298,0
print,7122,2,2298,0
printer,7122,2,2298,0
observers,7122,2,2298,0
cdrs,7122,2,2298,0
cspade,7122,2,2298,0
qos,7122,2,2298,0
nonnegativity,7122,2,2298,0
cess,7122,2,2298,0
counties,7122,2,2298,0
certified,7122,2,2298,0
nonlocal,7122,2,2298,0
nonlinearly,7122,2,2298,0
pseudocode,7122,2,2298,0
criminal,7122,2,2298,0
newsfeeds,7122,2,2298,0
newsgroup,7122,2,2298,0
nonfiction,7122,2,2298,0
cfl,7122,2,2298,0
nonexperimental,7122,2,2298,0
chatterbots,7122,2,2298,0
crises,7122,2,2298,0
chats,7122,2,2298,0
cesa,7122,2,2298,0
prudent,7122,2,2298,0
interleave,7122,2,2298,0
voi,7122,2,2298,0
edward,7122,2,2298,0
lupi,7122,2,2298,0
fis,7122,2,2298,0
lyapunov,7122,2,2298,0
seasonality,7122,2,2298,0
diagnosticians,7122,2,2298,0
1200,7122,2,2298,0
bifurcation,7122,2,2298,0
biennial,7122,2,2298,0
malayalam,7122,2,2298,0
sectional,7122,2,2298,0
sectioned,7122,2,2298,0
secured,7122,2,2298,0
macroscopic,7122,2,2298,0
marginalises,7122,2,2298,0
dexterous,7122,2,2298,0
searchqa,7122,2,2298,0
lyrical,7122,2,2298,0
bigraphs,7122,2,2298,0
bih,7122,2,2298,0
seaquest,7122,2,2298,0
maca,7122,2,2298,0
sds,7122,2,2298,0
sdn,7122,2,2298,0
sdm,7122,2,2298,0
fishery,7122,2,2298,0
malaysia,7122,2,2298,0
schools,7122,2,2298,0
scant,7122,2,2298,0
ys,7122,2,2298,0
scams,7122,2,2298,0
manipuri,7122,2,2298,0
mansour,7122,2,2298,0
maei,7122,2,2298,0
fittest,7122,2,2298,0
blacklists,7122,2,2298,0
mb,7122,2,2298,0
magidor,7122,2,2298,0
bill,7122,2,2298,0
mads,7122,2,2298,0
sate,7122,2,2298,0
rtdp,7122,2,2298,0
flp,7122,2,2298,0
booking,7122,2,2298,0
makeup,7122,2,2298,0
rubinstein,7122,2,2298,0
maxwalksat,7122,2,2298,0
07,7122,2,2298,0
depressed,7122,2,2298,0
rugged,7122,2,2298,0
deprived,7122,2,2298,0
billing,7122,2,2298,0
bilu,7122,2,2298,0
bimatrix,7122,2,2298,0
mahout,7122,2,2298,0
maid,7122,2,2298,0
binaries,7122,2,2298,0
mainlog,7122,2,2298,0
bindings,7122,2,2298,0
scott,7122,2,2298,0
scorers,7122,2,2298,0
deviated,7122,2,2298,0
114,7122,2,2298,0
fooled,7122,2,2298,0
biobjective,7122,2,2298,0
biochemical,7122,2,2298,0
makespan,7122,2,2298,0
10x10,7122,2,2298,0
blacklisting,7122,2,2298,0
sax,7122,2,2298,0
audiovisual,7122,2,2298,0
doctrine,7122,2,2298,0
wirtinger,7122,2,2298,0
assistive,7122,2,2298,0
doc2vec,7122,2,2298,0
doctoral,7122,2,2298,0
joined,7122,2,2298,0
doctors,7122,2,2298,0
speculation,7122,2,2298,0
signalling,7122,2,2298,0
joining,7122,2,2298,0
sticky,7122,2,2298,0
dsa,7122,2,2298,0
documentary,7122,2,2298,0
sped,7122,2,2298,0
dod,7122,2,2298,0
krogh,7122,2,2298,0
krom,7122,2,2298,0
220,7122,2,2298,0
spectacular,7122,2,2298,0
ku,7122,2,2298,0
speer,7122,2,2298,0
spelled,7122,2,2298,0
stepped,7122,2,2298,0
fulfilment,7122,2,2298,0
domineering,7122,2,2298,0
journalistic,7122,2,2298,0
spends,7122,2,2298,0
knowl,7122,2,2298,0
dry,7122,2,2298,0
knowledgeable,7122,2,2298,0
stereotype,7122,2,2298,0
spiegelhalter,7122,2,2298,0
disjunct,7122,2,2298,0
lexrank,7122,2,2298,0
blackwellized,7122,2,2298,0
destroyed,7122,2,2298,0
malt,7122,2,2298,0
scholarship,7122,2,2298,0
deterministically,7122,2,2298,0
manifesting,7122,2,2298,0
manipulability,7122,2,2298,0
scarcely,7122,2,2298,0
marco,7122,2,2298,0
bisimilar,7122,2,2298,0
blas,7122,2,2298,0
fixes,7122,2,2298,0
blanco,7122,2,2298,0
blame,7122,2,2298,0
satzilla,7122,2,2298,0
saudi,7122,2,2298,0
mamdani,7122,2,2298,0
mammalian,7122,2,2298,0
mammals,7122,2,2298,0
mammogram,7122,2,2298,0
determinization,7122,2,2298,0
mammography,7122,2,2298,0
follower,7122,2,2298,0
manageable,7122,2,2298,0
schematic,7122,2,2298,0
biosphere,7122,2,2298,0
schedulers,7122,2,2298,0
scheduler,7122,2,2298,0
mandate,7122,2,2298,0
determiners,7122,2,2298,0
determinate,7122,2,2298,0
youtube2text,7122,2,2298,0
manifestation,7122,2,2298,0
maximizations,7122,2,2298,0
depthwise,7122,2,2298,0
bolstered,7122,2,2298,0
lips,7122,2,2298,0
mars,7122,2,2298,0
sailing,7122,2,2298,0
lexis,7122,2,2298,0
bidirectionally,7122,2,2298,0
bbns,7122,2,2298,0
bbn,7122,2,2298,0
shoham,7122,2,2298,0
linkages,7122,2,2298,0
discernment,7122,2,2298,0
lip,7122,2,2298,0
bays,7122,2,2298,0
linucb,7122,2,2298,0
shooter,7122,2,2298,0
shoppers,7122,2,2298,0
martin,7122,2,2298,0
designate,7122,2,2298,0
blstms,7122,2,2298,0
blueprint,7122,2,2298,0
masked,7122,2,2298,0
safer,7122,2,2298,0
blurred,7122,2,2298,0
safari,7122,2,2298,0
descriptively,7122,2,2298,0
sadness,7122,2,2298,0
sad,7122,2,2298,0
1000s,7122,2,2298,0
mastered,7122,2,2298,0
bm25,7122,2,2298,0
masters,7122,2,2298,0
saccades,7122,2,2298,0
flavor,7122,2,2298,0
disbelief,7122,2,2298,0
wsns,7122,2,2298,0
dereverberation,7122,2,2298,0
bcs,7122,2,2298,0
bdds,7122,2,2298,0
formative,7122,2,2298,0
sheep,7122,2,2298,0
lithuanian,7122,2,2298,0
lithological,7122,2,2298,0
finetuned,7122,2,2298,0
bco,7122,2,2298,0
16k,7122,2,2298,0
disappointing,7122,2,2298,0
lite_r,7122,2,2298,0
15x,7122,2,2298,0
shelter,7122,2,2298,0
bcis,7122,2,2298,0
x0,7122,2,2298,0
lium,7122,2,2298,0
shear,7122,2,2298,0
bdi,7122,2,2298,0
formants,7122,2,2298,0
beamforming,7122,2,2298,0
beams,7122,2,2298,0
bbob,7122,2,2298,0
disastrous,7122,2,2298,0
wta,7122,2,2298,0
showcased,7122,2,2298,0
wrpn,7122,2,2298,0
shoulder,7122,2,2298,0
170,7122,2,2298,0
shorthand,7122,2,2298,0
shortens,7122,2,2298,0
wsdl,7122,2,2298,0
linial,7122,2,2298,0
flaws,7122,2,2298,0
materializing,7122,2,2298,0
s3,7122,2,2298,0
zipf,7122,2,2298,0
mea,7122,2,2298,0
flourishing,7122,2,2298,0
boson,7122,2,2298,0
mdrnn,7122,2,2298,0
routers,7122,2,2298,0
mdnn,7122,2,2298,0
borrowers,7122,2,2298,0
mathematician,7122,2,2298,0
mda,7122,2,2298,0
flowing,7122,2,2298,0
depart,7122,2,2298,0
departments,7122,2,2298,0
departs,7122,2,2298,0
depended,7122,2,2298,0
boss,7122,2,2298,0
znn,7122,2,2298,0
meaningfulness,7122,2,2298,0
flipping,7122,2,2298,0
boston,7122,2,2298,0
rothman,7122,2,2298,0
06,7122,2,2298,0
rt,7122,2,2298,0
depicts,7122,2,2298,0
ruling,7122,2,2298,0
matte,7122,2,2298,0
runoff,7122,2,2298,0
fleet,7122,2,2298,0
bold,7122,2,2298,0
maturity,7122,2,2298,0
rumoureval,7122,2,2298,0
fluents,7122,2,2298,0
borders,7122,2,2298,0
rr,7122,2,2298,0
mcds,7122,2,2298,0
fixpoint,7122,2,2298,0
boardgames,7122,2,2298,0
marrying,7122,2,2298,0
married,7122,2,2298,0
satallax,7122,2,2298,0
salary,7122,2,2298,0
destinations,7122,2,2298,0
blei,7122,2,2298,0
blistr,7122,2,2298,0
sar,7122,2,2298,0
